State_Year,Shannon_Index,State,Year
"('Sabah', 1983)",0.9314499400544894,Sabah,1983
"('Sabah', 1984)",0.9267324926075055,Sabah,1984
"('Sabah', 1985)",0.9215610426404192,Sabah,1985
"('Sabah', 1986)",0.9161220089485064,Sabah,1986
"('Sabah', 1987)",0.9104916129201516,Sabah,1987
"('Sabah', 1988)",0.9053182687720482,Sabah,1988
"('Sabah', 1989)",0.9012843305230194,Sabah,1989
"('Sabah', 1990)",0.8973098592606169,Sabah,1990
"('Sabah', 1991)",0.7078771004706895,Sabah,1991
"('Sabah', 1992)",0.7038137234787525,Sabah,1992
"('Sabah', 1993)",0.7010364852737576,Sabah,1993
"('Sabah', 1994)",0.6977398456942475,Sabah,1994
"('Sabah', 1995)",0.6944534921649316,Sabah,1995
"('Sabah', 1996)",0.690581191808578,Sabah,1996
"('Sabah', 1997)",0.6875445343861635,Sabah,1997
"('Sabah', 1998)",0.6834788641977323,Sabah,1998
"('Sabah', 1999)",0.6800033009126442,Sabah,1999
"('Sabah', 2000)",0.6747227957615498,Sabah,2000
"('Sabah', 2001)",0.6710721248332572,Sabah,2001
"('Sabah', 2002)",0.6664416196854301,Sabah,2002
"('Sabah', 2003)",0.6619065863721078,Sabah,2003
"('Sabah', 2004)",0.6567792614488799,Sabah,2004
"('Sabah', 2005)",0.6512772863501168,Sabah,2005
"('Sabah', 2006)",0.6452030780810414,Sabah,2006
"('Sabah', 2007)",0.6389951583609899,Sabah,2007
"('Sabah', 2008)",0.6322526646284413,Sabah,2008
"('Sabah', 2009)",0.6257109059000916,Sabah,2009
"('Sabah', 2010)",0.5658750339379283,Sabah,2010
"('Sabah', 2011)",0.5679410359101291,Sabah,2011
"('Sabah', 2012)",0.5675190785326812,Sabah,2012
"('Sabah', 2013)",0.5668966818916217,Sabah,2013
"('Sabah', 2014)",0.5663180375287076,Sabah,2014
"('Sabah', 2015)",0.5625728155971416,Sabah,2015
"('Sabah', 2016)",0.5643116887471206,Sabah,2016
"('Sabah', 2017)",0.5625595550531505,Sabah,2017
"('Sabah', 2018)",0.5603641172474718,Sabah,2018
"('Sabah', 2019)",0.5575945071189344,Sabah,2019
"('Sabah', 2020)",0.4087015972078153,Sabah,2020
"('Selangor', 1980)",1.0633214401913604,Selangor,1980
"('Selangor', 1981)",1.0633954992155032,Selangor,1981
"('Selangor', 1982)",1.0634070055990708,Selangor,1982
"('Selangor', 1983)",1.0621913718466551,Selangor,1983
"('Selangor', 1984)",1.0606012692178728,Selangor,1984
"('Selangor', 1985)",1.0579886500546485,Selangor,1985
"('Selangor', 1986)",1.0550910502704027,Selangor,1986
"('Selangor', 1987)",1.0519198501333642,Selangor,1987
"('Selangor', 1988)",1.0484411230114938,Selangor,1988
"('Selangor', 1989)",1.0447508202527138,Selangor,1989
"('Selangor', 1990)",1.0403875144538668,Selangor,1990
"('Selangor', 1991)",1.0546178399010449,Selangor,1991
"('Selangor', 1992)",1.0535691929739637,Selangor,1992
"('Selangor', 1993)",1.0505250007196731,Selangor,1993
"('Selangor', 1994)",1.0465114270090043,Selangor,1994
"('Selangor', 1995)",1.042752079957567,Selangor,1995
"('Selangor', 1996)",1.039440293614916,Selangor,1996
"('Selangor', 1997)",1.0363554000400392,Selangor,1997
"('Selangor', 1998)",1.0335636476811194,Selangor,1998
"('Selangor', 1999)",1.0308936151887733,Selangor,1999
"('Selangor', 2000)",1.0282436895561797,Selangor,2000
"('Selangor', 2001)",1.0248699219476325,Selangor,2001
"('Selangor', 2002)",1.0212328750739053,Selangor,2002
"('Selangor', 2003)",1.0175056905851965,Selangor,2003
"('Selangor', 2004)",1.0134801568708904,Selangor,2004
"('Selangor', 2005)",1.0093697541845648,Selangor,2005
"('Selangor', 2006)",1.0053213758922819,Selangor,2006
"('Selangor', 2007)",1.0009970961449361,Selangor,2007
"('Selangor', 2008)",0.9967962203728729,Selangor,2008
"('Selangor', 2009)",0.9918592544443984,Selangor,2009
"('Selangor', 2010)",0.9819096139738637,Selangor,2010
"('Selangor', 2011)",0.9806018891150907,Selangor,2011
"('Selangor', 2012)",0.9778657971741397,Selangor,2012
"('Selangor', 2013)",0.9758673575349008,Selangor,2013
"('Selangor', 2014)",0.9735575694096974,Selangor,2014
"('Selangor', 2015)",0.9704474559554402,Selangor,2015
"('Selangor', 2016)",0.9674586528398949,Selangor,2016
"('Selangor', 2017)",0.9655718415855051,Selangor,2017
"('Selangor', 2018)",0.9621772489783906,Selangor,2018
"('Selangor', 2019)",0.9588658685186782,Selangor,2019
"('Selangor', 2020)",0.9435456523205127,Selangor,2020
"('Sarawak', 1980)",0.6750511318557183,Sarawak,1980
"('Sarawak', 1981)",0.6760118312722856,Sarawak,1981
"('Sarawak', 1982)",0.6773753388705734,Sarawak,1982
"('Sarawak', 1983)",0.6781762453813771,Sarawak,1983
"('Sarawak', 1984)",0.6791831553777914,Sarawak,1984
"('Sarawak', 1985)",0.6797554640001999,Sarawak,1985
"('Sarawak', 1986)",0.6795304209161984,Sarawak,1986
"('Sarawak', 1987)",0.679431881662302,Sarawak,1987
"('Sarawak', 1988)",0.6788663361031849,Sarawak,1988
"('Sarawak', 1989)",0.6788101064330927,Sarawak,1989
"('Sarawak', 1990)",0.6788096857270612,Sarawak,1990
"('Sarawak', 1991)",0.6702168205414449,Sarawak,1991
"('Sarawak', 1992)",0.670189261192685,Sarawak,1992
"('Sarawak', 1993)",0.6694520101382174,Sarawak,1993
"('Sarawak', 1994)",0.6697195474718016,Sarawak,1994
"('Sarawak', 1995)",0.668348108856205,Sarawak,1995
"('Sarawak', 1996)",0.6672163928401866,Sarawak,1996
"('Sarawak', 1997)",0.6659453318518264,Sarawak,1997
"('Sarawak', 1998)",0.6639305473033499,Sarawak,1998
"('Sarawak', 1999)",0.6621230408954182,Sarawak,1999
"('Sarawak', 2000)",0.6602053089549276,Sarawak,2000
"('Sarawak', 2001)",0.660652062762455,Sarawak,2001
"('Sarawak', 2002)",0.6608840102863838,Sarawak,2002
"('Sarawak', 2003)",0.6611814801505826,Sarawak,2003
"('Sarawak', 2004)",0.6610470359330601,Sarawak,2004
"('Sarawak', 2005)",0.6615499309775196,Sarawak,2005
"('Sarawak', 2006)",0.661913828505863,Sarawak,2006
"('Sarawak', 2007)",0.6628317586403693,Sarawak,2007
"('Sarawak', 2008)",0.6637380952148113,Sarawak,2008
"('Sarawak', 2009)",0.6645629755228153,Sarawak,2009
"('Sarawak', 2010)",0.5980973473878524,Sarawak,2010
"('Sarawak', 2011)",0.5961909344772574,Sarawak,2011
"('Sarawak', 2012)",0.5949694851939734,Sarawak,2012
"('Sarawak', 2013)",0.5949991690366917,Sarawak,2013
"('Sarawak', 2014)",0.592919483476001,Sarawak,2014
"('Sarawak', 2015)",0.592034918500901,Sarawak,2015
"('Sarawak', 2016)",0.5903625146622418,Sarawak,2016
"('Sarawak', 2017)",0.5897470522666028,Sarawak,2017
"('Sarawak', 2018)",0.5885148070796352,Sarawak,2018
"('Sarawak', 2019)",0.5872956182472859,Sarawak,2019
"('Sarawak', 2020)",0.5819423503206035,Sarawak,2020
